,index,ï»¿,author,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11,neg,neu,pos,compound
323,323,323,kayla_itsines,13255816,725,9866,CSow7KOhIMY,1629120462,44424.5609,44424.5609,20971,276,0.160284361,0.178414768,, CALLING ALL HIIT LOVERS We have just dropped 4 NEW HIIT PROGRAMS in the Sweat app just for YOU I am so happy that I can finally share that today we have released FOUR new High intensity programs in the Sweat app including a brand new HIIT program of my own which I am SO excited about All of these programs can all be completed in about 2030 minutes and they are designed to be intense fast and fun which is exactly how I love to train so I hope youll love them too The new programs areHIIT CARDIO  ABS WITH ME HIGH INTENSITY BARRE WITH BRITANY  britanywilliams FULL BODY HIIT WITH CHONTEL chontelduncan HIIT WITH MONICA  who ladies is also the newest trainer to the Sweat family Welcome trainwithmon Watch this video to find out exactly which HIIT program is best for you while I demonstrate a few of my favorite exercises from each program LADIES if you LOVE the feeling after a HIIT workout or want to try it for the first time all you need is the Sweat appYou can try any of these new HIIT programs for FREE today by downloading Sweat using our 7 Day free trial link in bioI CANT WAIT FOR YOU TO TRY THESE SWKCOMMUNITY SWK SWKCommunity SweatCommunity Sweat HIIT Workout Fitness SweatMadewwwkaylaitsinescomCardioandAbs,,,,,,,,,,,,0.0,0.766,0.234,0.9955
324,324,324,michelle_lewin,14130947,310,1607,CSuVqtKrnvs,1629307498,44426.72567,44426.72567,81011,494,0.576783707,0.943199938,,Beach Bum BlasterA lower body workout routine for the gymAnd maybe not for the beachIn most casesOutfit one0one_101112 reps per leg  5 sets can be done in the smith machine212 reps per leg  4 sets320 reps  5 sets415 reps  4 sets use the hack squat if your gym has oneThats a great workout for building lower body with focus on glutesWant a full workout plan with me or Jimmy_Lewin as your virtual trainers Cool Download the app Fitplan link in my bio and get started with us for freeVideo by maitieproductions,,,,,,,,,,,,0.048,0.882,0.07,0.4588
325,325,325,michelle_lewin,14130947,310,1607,CSR40Dlrr7t,1628352846,44415.67646,44415.67646,202786,1178,1.4433852169999999,0.943199938,"Photo by Michelle Lewin on August 07, 2021. May be an image of 1 person.",Its hotAnd so are youTime to shine girlsThis reversible and all other bikinis 25 off with code BIKINI25 on one0one_fashion ,,,,,,,,,,,,0.0,1.0,0.0,0.0
326,326,326,michelle_lewin,14130947,310,1607,CSFUd-9gwrn,1627931270,44410.79711,44410.79711,88296,646,0.629412877,0.943199938,,5 fabs for your next lower body workoutLeggings and top one0one_101Either you do it as a circuit 4 times or as a routine110 repetitions per leg  4 sets215 repetitions  4 sets38 repetitions per leg  4 sets415 repetitions  3 sets510 repetitions  3 setsSquat today smile tomorrow my ladiesYou got this,,,,,,,,,,,,0.051,0.851,0.099,0.2732
327,327,327,michelle_lewin,14130947,310,1607,CRpGu4fr-RP,1626984412,44399.8381,44399.8381,234516,2746,1.67902406,0.943199938,"Photo shared by Michelle Lewin on July 22, 2021 tagging @jimmy_lewin, and @one0one_fashion. May be an image of 1 person and body of water.",A Or B,,,,,,,,,,,,0.0,1.0,0.0,0.0
328,328,328,michelle_lewin,14130947,310,1607,CRhHCAcg_VR,1626716357,44396.73561,44396.73561,62004,593,0.442978096,0.943199938,,Forgive our Spanglish A circuit to give those abs exactly what they need when it comes to working outI would suggest you do this circuit 4 times if you run out of power after 3 times its all good maybe next timeCan be done as routine too 4 sets per exerciseHere we go1 10 repetitions2 15 repetitions3 30 kicks 15 kicks per side4A 10 reps followed by4B 6 repsOutfit one0one_101 Train with me  Jimmy_Lewin on Fitplan_App tambien en ESPAOLVideo by MaiTieProductions at MiamiStrongGym,,,,,,,,,,,,0.0,0.938,0.062,0.6124
329,329,329,michelle_lewin,14130947,310,1607,CReftAKrbcq,1626628405,44395.71765,44395.71765,221009,1331,1.5734260409999998,0.943199938,"Photo by Michelle Lewin in North Miami Beach, Florida with @one0one_fashion. May be an image of 1 person and outdoors.",Gone beachin SundaySquatShowCase Bikini one0one_fashion  15 off with code BIKINI15,SundaySquatShowCase,,,,,,,,,,,0.0,1.0,0.0,0.0
330,330,330,michelle_lewin,14130947,310,1607,CRW2PJErJJU,1626371783,44392.747489999994,44392.747489999994,29400,307,0.21022653300000002,0.943199938,,And now WHATTips and tricks Training with light weights is easy but as you develop and are ready for heavier weights How do I get these heavy weights into the position without dropping them on the floor or straight in my faceThere are many ways but remember this is MY way to do this Id love to hear your way we can learn from each other Feel free to comment below your own way Outfits from one0one_101 ,,,,,,,,,,,,0.014,0.786,0.2,0.9555
331,331,331,michelle_lewin,14130947,310,1607,CQ_t7msIxuj,1625595960,44383.76806,44383.76806,18730,185,0.133855148,0.943199938,,No matter if you are getting rid of flabby overarms or building triceps in general the basic is the same the pushing away movement is the way to go Sometime heavy with few reps sometimes light with a lot of reps Keep changing your workouts constantly for best resultsHere I have a program for you to get an excellent triceps workoutToday you can do this as a routine 4 sets and next triceps day do this as a circuit if the gym is not too crowded and do the circuit 4 timesWearing one0one_101 summer workout wearNeed more routines circuits and full workout programs Try any of my plans on the app FITPLAN start for free via my website link in bio Tambien en ESPANOL,,,,,,,,,,,,0.017,0.885,0.097,0.8779
332,332,332,michelle_lewin,14130947,310,1607,CQy5LZzLhnz,1625165366,44378.78433,44378.78433,171806,1613,1.227228437,0.943199938,"Photo by Michelle Lewin in North Miami Beach, Florida with @one0one_fashion. May be an image of 1 person.",Well hello there super hot summerRifa Giveaway Lets do this again 3 girls will win one bikini each any of my own designed bikinis available on one0one_fashion Follow this IG and tag 5 of your female friends here below for a chance to win Last giveaway winners aresolovelyandgracefulmandinhaauauusanurseelenCONGRATULATIONS 15 discount on all twopiece bikinis with BIKINI15 and 30 on the onepiece swimsuits with SWIMSUIT30Enjoy,,,,,,,,,,,,0.0,0.712,0.288,0.9674
333,333,333,michelle_lewin,14130947,310,1607,CQrFiXeAVyA,1624903541,44375.75395,44375.75395,40695,345,0.290426395,0.943199938,,and you dont know what to trainA TIP try this circuitIts a true Boost Blaster125 repetitions 224 steps31 minute variable speed415 repetitions5a 1st weight heavy 8 repetitions 5b 2nd weight medium 12 repetitions5c 3rd weight light 20 repetitions Start over and do this circuit 4 timesThis will FOR SURE make that booty popNeed a trainer for gym or home workouts Get the app FITPLAN and youll have me as your trainerTry it out for free link in my bioWearing one0one_101 leggings and top,,,,,,,,,,,,0.0,0.844,0.156,0.9124
334,334,334,michelle_lewin,14130947,310,1607,CQbyVXHANKJ,1624390142,44369.81183,44369.81183,155045,1235,1.1059414490000001,0.943199938,,SOON a workout video But first,,,,,,,,,,,,0.0,1.0,0.0,0.0
335,335,335,michelle_lewin,14130947,310,1607,CQWcxHSLSJp,1624210946,44367.7378,44367.7378,281772,1654,2.005711295,0.943199938,"Photo shared by Michelle Lewin on June 20, 2021 tagging @jimmy_lewin, and @one0one_fashion. May be an image of 1 person and standing.",Its getting hot And so are youBeachin in Miami wearing one of my own one0one_fashion bikini designsWell just as a by the way you get 15 off with code BIKINI15 on all of my bikinisAnd the summers just getting started,,,,,,,,,,,,0.0,1.0,0.0,0.0
336,336,336,simeonpanda,7872317,187,7465,CSwxHifFtHi,1629388998,44427.66896,44427.66896,68833,325,0.878496128,0.740932858,"Photo by SIMEONPANDA.COM in Gold's Gym with @waitwhatdelb, @goldsgym, and @boohoomanactive. May be an image of 1 person, biceps and beard.",CONSISTENCY  A lady at the gym asked how long Ive been training yesterday I said 21yrs you She said well Im 22  It made me think damn Ive really been doing this Let consistency do its thing people it will pay off  waitwhatdelb  You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda goldsgym,,,,,,,,,,,,0.051,0.823,0.126,0.7213
337,337,337,simeonpanda,7872317,187,7465,CSupsEuBrYv,1629317995,44426.847160000005,44426.847160000005,69440,298,0.885863717,0.740932858,"Photo by SIMEONPANDA.COM on August 18, 2021. May be an image of 1 person and wrist watch.",I mean where do I really even start  these last few days have been absolutely crazy its surreal We moved into our dream house on Sunday Ive got a lot to say about that but I will save it for a YouTube video lol The packing and moving just drains you I dont feel my normal self yet the last few days have been us sorting things out in the house Although we have a tonne of furniture being delivered over the next month weve still been back and forth from stores buying everything from camera surveillance systems to leaf blowers Yesterday we had 3 meetings at the house back to back gym architect for the gym Im building in the back yard its going to be huge  landscaper to work on the whole estate and a painter who will be doing both the interior and exterior of the house Due to all this Ive been absent on socials but Ill be clawing my way back new YouTube vid will be up tomorrow Ill also be announcing the winners of the last elimin8challenge you have to join the next one Thats it for now  You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda,,,,,,,,,,,,0.038,0.838,0.124,0.967
338,338,338,simeonpanda,7872317,187,7465,CStRfWVLLrL,1629271753,44426.31196,44426.31196,46028,198,0.587196882,0.740932858,"Photo shared by SIMEONPANDA.COM on August 18, 2021 tagging @boohoomanactive. May be an image of 1 person, biceps, standing and text that says 'MAN'.",JUST DROPPED  Active ColourBlock boohoomanactive,,,,,,,,,,,,0.0,0.597,0.403,0.4019
339,339,339,simeonpanda,7872317,187,7465,CSh0AVAB-8b,1628887281,44421.86205,44421.86205,34811,174,0.444405376,0.740932858,,In my element when I workout best feeling  You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda latraise lateralraise lateralraises,,,,,,,,,,,,0.0,0.718,0.282,0.9141
340,340,340,simeonpanda,7872317,187,7465,CShPKv4HdkD,1628867882,44421.63752,44421.63752,44592,153,0.5683841239999999,0.740932858,"Photo by SIMEONPANDA.COM in Madhouse Gains Asylum with @innosupps. May be an image of 1 person, biceps and indoor.",Innoshred before cardio   Lets work innosupps  Ingredients that have been proven to increase energy expenditure  induce thermogenesis  and support a healthy metabolism to burn calories  Learn more click the bio innosupps link or visit INNOSUPPSCOM Worldwide Shipping simeonpanda innosupps innoshred fatburn fatburner,,,,,,,,,,,,0.0,0.791,0.209,0.8316
341,341,341,simeonpanda,7872317,187,7465,CSelagDH1cX,1628778883,44420.60744,44420.60744,139921,422,1.78274071,0.740932858,"Photo shared by SIMEONPANDA.COM on August 12, 2021 tagging @boohoo, @chanelcocobrown, and @boohoomanactive. May be an image of 2 people and people standing.",Man x Woman its a team boohoomanactive x boohoo,,,,,,,,,,,,0.0,1.0,0.0,0.0
342,342,342,simeonpanda,7872317,187,7465,CScLJ5-Akw1,1628698062,44419.67201,44419.67201,79362,335,1.01237031,0.740932858,,First time bench pressing in over a month  Ive been messing with machines the last few weeks which has been great but in order to maintainimprove bench pressing strength one must actually bench press lol Had some decent sets strength isnt far off where I left it these were just 2 of the many sets I did which included a couple sets of 405  415 For those that will ask what my max is when Im feeling my best 425 will move for a double so Ill be working back to that The most Ive done in recent times is 445  but thats coming up to almost a year ago now and we all know how we feel when we hear I used tolol You can get the justliftofficial elbow wraps I use and download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda benchpress 415 365 coastfitness,,,,,,,,,,,,0.027,0.795,0.178,0.9818
343,343,343,simeonpanda,7872317,187,7465,CSZ8acRJ4jt,1628623169,44418.8052,44418.8052,78662,321,1.0033005529999999,0.740932858,"Photo by SIMEONPANDA.COM in Gold's Gym with @alenkajtezovic, @goldsgym, @boohoomanofficial, and @boohoomanactive. May be an image of 1 person and biceps.", by alenkajtezovic You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda,,,,,,,,,,,,0.0,0.783,0.217,0.7925
344,344,344,simeonpanda,7872317,187,7465,CSZZfp2Hs0r,1628604861,44418.5933,44418.5933,26263,117,0.33509829399999996,0.740932858,,Try this awesome stability ball Hamstrings routine  TAG  SAVE for later  You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda hamstrings legcurl glutebridge,,,,,,,,,,,,0.0,0.708,0.292,0.9439
345,345,345,simeonpanda,7872317,187,7465,CSYTSCEgCC7,1628568165,44418.16858,44418.16858,23835,127,0.30438306800000003,0.740932858,,QUAD WALK  This is an unapologetic quads appreciation post  It took me YEARS to bring these bad boys up and Im still improving them But definitely pleased with the progress  Ill be posting my full outdoor stability ball hamstrings workout tomorrow  You didnt think I was just walking with the ball for nothing  You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda quads coastfitness,,,,,,,,,,,,0.056,0.7,0.243,0.9625
346,346,346,simeonpanda,7872317,187,7465,CSW4jvynJ3N,1628520524,44417.61718,44417.61718,33932,171,0.43320155899999996,0.740932858,,Add this to your shoulders routine for your rear deltoids Tag a friend  You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda boohooman boohoomanactive goldsgym,,,,,,,,,,,,0.0,0.785,0.215,0.8816
347,347,347,simeonpanda,7872317,187,7465,CSWB2CUrFo2,1628491798,44417.2847,44417.2847,51417,206,0.6557535729999999,0.740932858,"Photo by SIMEONPANDA.COM on August 08, 2021. May be an image of 1 person, biceps, standing and indoor.",A bit bright that mate You can download my training programs at simeonpandacom I want to help you train Visit my YouTube Channel YouTubecomsimeonpandaPlenty of FREE home routines  Follow innosupps  for all the supplements I use simeonpanda,,,,,,,,,,,,0.0,0.733,0.267,0.873
